z,Dehalococcoides_BAV1_uid58477,Dehalococcoides_ethenogenes_195_uid57763
s1156,NC_009455.1: 1145206..1145781,NC_002936.3: 1093263..1093436
s1157,NC_009455.1: 1145787..1147244,NC_002936.3: 1093541..1094089
s1158,NC_009455.1: 1147261..1148376,NC_002936.3: 1094092..1095087
s1159,NC_009455.1: complement(1148523..1148879),NC_002936.3: 1095090..1096373
s1160,NC_009455.1: 1149137..1149871,NC_002936.3: 1096412..1097506
s1161,NC_009455.1: 1149996..1152080,NC_002936.3: 1097532..1100801
s1162,NC_009455.1: 1152266..1152766,NC_002936.3: 1100811..1101596
s1163,NC_009455.1: 1152827..1154290,NC_002936.3: complement(1101666..1102235)
s1164,NC_009455.1: 1154496..1155065,NC_002936.3: complement(1102269..1103315)
s1165,NC_009455.1: 1155165..1155422,NC_002936.3: complement(1103324..1104625)
s1166,NC_009455.1: 1155424..1156428,NC_002936.3: complement(1104646..1105911)
s1167,NC_009455.1: complement(1156447..1156596),NC_002936.3: 1106216..1107301
s1168,NC_009455.1: 1156734..1157216,NC_002936.3: 1107326..1109284
s1169,NC_009455.1: 1157213..1157785,NC_002936.3: 1109405..1110472
s1170,NC_009455.1: complement(1157787..1158761),NC_002936.3: 1110472..1111305
s1171,NC_009455.1: 1159057..1159428,NC_002936.3: complement(1111385..1113445)
s1172,NC_009455.1: 1159455..1159937,NC_002936.3: complement(1113516..1114073)
s1173,NC_009455.1: 1159924..1160826,NC_002936.3: complement(1114187..1114453)
s1174,NC_009455.1: 1160926..1161207,NC_002936.3: complement(1114487..1115395)
s1175,NC_009455.1: 1161235..1161645,NC_002936.3: 1115562..1117385
s1176,NC_009455.1: 1161786..1162376,NC_002936.3: 1117463..1117954
s1177,NC_009455.1: 1162373..1164004,NC_002936.3: complement(1117966..1118781)
s1178,NC_009455.1: 1164177..1166702,NC_002936.3: 1118939..1121515
s1179,NC_009455.1: complement(1166745..1167605),NC_002936.3: complement(1121512..1121730)
s1180,NC_009455.1: complement(1167607..1169154),NC_002936.3: complement(1121802..1121993)
s1181,NC_009455.1: complement(1169176..1169454),NC_002936.3: 1121974..1122336
s1182,NC_009455.1: complement(1169465..1170721),NC_002936.3: complement(1122380..1123141)
s1183,NC_009455.1: complement(1170818..1171162),NC_002936.3: 1123305..1123850
s1184,NC_009455.1: 1171418..1171882,NC_002936.3: 1123871..1124968
s1185,NC_009455.1: complement(1172100..1172912),NC_002936.3: 1124972..1125571
s1186,NC_009455.1: complement(1172905..1173528),NC_002936.3: 1125734..1126870
s1187,NC_009455.1: complement(1173537..1176248),NC_002936.3: complement(1126845..1127027)
s1188,NC_009455.1: complement(1176411..1176857),NC_002936.3: 1127479..1127622
s1189,NC_009455.1: complement(1176861..1177439),NC_002936.3: complement(1127624..1127833)
s1190,NC_009455.1: 1177945..1178898,NC_002936.3: 1128024..1128701
s1191,NC_009455.1: 1178919..1180247,NC_002936.3: complement(1128935..1130281)
s1192,NC_009455.1: 1180241..1180891,NC_002936.3: complement(1130278..1130946)
s1193,NC_009455.1: 1180940..1182019,NC_002936.3: 1131093..1131764
s1194,NC_009455.1: complement(1182023..1183102),NC_002936.3: 1132070..1132432
s1195,NC_009455.1: complement(1183254..1185164),NC_002936.3: complement(1132710..1132943)
s1196,NC_009455.1: complement(1185200..1185763),NC_002936.3: 1132917..1133771
s1197,NC_009455.1: complement(1185813..1186850),NC_002936.3: 1133960..1134778
s1198,NC_009455.1: 1187017..1187649,NC_002936.3: complement(1134794..1134919)
s1199,NC_009455.1: 1187689..1189221,NC_002936.3: 1134961..1135590
s1200,NC_009455.1: 1189266..1189754,NC_002936.3: complement(1135668..1136198)
s1201,NC_009455.1: complement(1190270..1193356),NC_002936.3: 1136581..1136682
s1202,NC_009455.1: complement(1193631..1194905),NC_002936.3: complement(1136700..1137272)
s1203,NC_009455.1: complement(1194992..1195642),NC_002936.3: complement(1137561..1137890)
s1204,NC_009455.1: complement(1195681..1197315),NC_002936.3: complement(1137911..1138378)
s1205,NC_009455.1: 1197598..1198590,NC_002936.3: 1138637..1138933
s1206,NC_009455.1: 1198603..1198908,NC_002936.3: 1138936..1139601
s1207,NC_009455.1: 1198913..1201351,NC_002936.3: complement(1139621..1139761)
s1208,NC_009455.1: 1201369..1202025,NC_002936.3: 1139742..1139936
s1209,NC_009455.1: 1202111..1203529,NC_002936.3: complement(1139949..1140509)
s1210,NC_009455.1: 1203603..1204667,NC_002936.3: 1140613..1140858
s1211,NC_009455.1: 1204664..1205284,NC_002936.3: 1141004..1141204
s1212,NC_009455.1: 1205313..1206854,NC_002936.3: complement(1141209..1141301)
s1213,NC_009455.1: 1206872..1207873,NC_002936.3: 1141429..1142505
s1214,NC_009455.1: 1208058..1208306,NC_002936.3: 1142595..1143812
s1215,NC_009455.1: 1208310..1209143,NC_002936.3: 1143819..1144637
s1216,NC_009455.1: complement(1209140..1210570),NC_002936.3: 1144710..1145906
s1217,NC_009455.1: complement(1210613..1211236),NC_002936.3: 1145913..1146803
s1218,NC_009455.1: complement(1211239..1212417),NC_002936.3: 1146867..1148087
s1219,NC_009455.1: complement(1212417..1213061),NC_002936.3: 1148088..1149473
s1220,NC_009455.1: complement(1213042..1214316),NC_002936.3: complement(1149483..1149671)
s1221,NC_009455.1: 1214435..1215415,NC_002936.3: 1149800..1151434
s1222,NC_009455.1: 1215908..1216204,NC_002936.3: 1151444..1152283
s1223,NC_009455.1: 1216232..1217845,NC_002936.3: 1152300..1153145
s1224,NC_009455.1: complement(1217933..1219192),NC_002936.3: 1153182..1154012
s1225,NC_009455.1: 1219305..1219664,NC_002936.3: 1154042..1154977
s1226,NC_009455.1: 1219645..1220298,NC_002936.3: 1155331..1157553
s1227,NC_009455.1: 1220299..1222590,NC_002936.3: 1157561..1158259
s1228,NC_009455.1: 1222590..1222805,NC_002936.3: 1158377..1160047
s1229,NC_009455.1: 1222809..1223903,NC_002936.3: complement(1160127..1160357)
s1230,NC_009455.1: 1223866..1224903,NC_002936.3: 1160518..1161357
s1231,NC_009455.1: 1225066..1225686,NC_002936.3: 1161387..1161590
s1232,NC_009455.1: 1225696..1226019,NC_002936.3: 1161667..1162110
s1233,NC_009455.1: complement(1226951..1227367),NC_002936.3: 1162115..1162333
s1234,NC_009455.1: complement(1227554..1227805),NC_002936.3: 1162357..1163289
s1235,NC_009455.1: 1227861..1228094,NC_002936.3: 1163298..1164041
s1236,NC_009455.1: complement(1228147..1228560),NC_002936.3: 1164053..1164484
s1237,NC_009455.1: complement(1228730..1228870),NC_002936.3: 1164489..1164749
s1238,NC_009455.1: complement(1228961..1229572),NC_002936.3: complement(1165012..1166523)
s1239,NC_009455.1: 1229687..1230133,NC_002936.3: complement(1166595..1170041)
s1240,NC_009455.1: complement(1230138..1231115),NC_002936.3: 1170193..1171314
s1241,NC_009455.1: 1231304..1231705,NC_002936.3: 1171327..1171593
s1242,NC_009455.1: 1231880..1232536,NC_002936.3: 1171590..1171916
s1243,NC_009455.1: 1232550..1233401,NC_002936.3: complement(1171954..1173138)
s1244,NC_009455.1: 1233394..1233975,NC_002936.3: complement(1173221..1174039)
s1245,NC_009455.1: 1234047..1234250,NC_002936.3: complement(1174249..1175001)
s1246,NC_009455.1: 1234290..1234991,NC_002936.3: 1175125..1176399
s1247,NC_009455.1: 1235005..1235544,NC_002936.3: complement(1176486..1177205)
s1248,NC_009455.1: 1235620..1236183,NC_002936.3: complement(1177283..1177699)
s1249,NC_009455.1: complement(1236161..1236544),NC_002936.3: complement(1177689..1178198)
s1250,NC_009455.1: complement(1236567..1237385),NC_002936.3: 1178229..1178522
s1251,NC_009455.1: complement(1237369..1237617),NC_002936.3: complement(1178470..1179654)
s1252,NC_009455.1: complement(1237601..1241113),NC_002936.3: complement(1179908..1180450)
s1253,NC_009455.1: 1241260..1241970,NC_002936.3: 1180817..1181926
s1254,NC_009455.1: complement(1242058..1242477),NC_002936.3: complement(1182020..1182337)
s1255,NC_009455.1: complement(1242459..1242581),NC_002936.3: complement(1182476..1182574)
s1256,NC_009455.1: complement(1242825..1243040),NC_002936.3: 1182700..1184529
s1257,NC_009455.1: 1243594..1243866,NC_002936.3: complement(1184751..1186157)
s1258,NC_009455.1: 1244285..1245742,NC_002936.3: complement(1186224..1186550)
s1259,NC_009455.1: 1245726..1246316,NC_002936.3: 1186642..1187883
s1260,NC_009455.1: 1246321..1247346,NC_002936.3: 1188117..1188236
s1261,NC_009455.1: 1247351..1248130,NC_002936.3: complement(1188774..1189178)
s1262,NC_009455.1: 1248172..1248786,NC_002936.3: complement(1189191..1189337)
s1263,NC_009455.1: 1248780..1249802,NC_002936.3: 1189407..1189970
s1264,NC_009455.1: 1249790..1250989,NC_002936.3: complement(1190064..1190411)
s1265,NC_009455.1: 1250986..1251753,NC_002936.3: 1190774..1190962
s1266,NC_009455.1: 1252036..1252623,NC_002936.3: complement(1191051..1191878)
s1267,NC_009455.1: complement(1252657..1253592),NC_002936.3: complement(1191868..1193241)
s1268,NC_009455.1: complement(1253586..1254554),NC_002936.3: complement(1193213..1193761)
s1269,NC_009455.1: complement(1254551..1255390),NC_002936.3: complement(1193775..1194050)
s1270,NC_009455.1: complement(1255392..1256366),NC_002936.3: complement(1194052..1194189)
s1271,NC_009455.1: complement(1256426..1258057),NC_002936.3: complement(1194167..1195483)
s1272,NC_009455.1: complement(1258062..1258883),NC_002936.3: complement(1195483..1196520)
s1273,NC_009455.1: 1259163..1259618,NC_002936.3: complement(1196593..1197501)
s1274,NC_009455.1: 1259717..1259866,NC_002936.3: 1197767..1197991
s1275,NC_009455.1: 1259867..1260259,NC_002936.3: complement(1198084..1198575)
s1276,NC_009455.1: complement(1260309..1261085),NC_002936.3: complement(1198659..1198817)
s1277,NC_009455.1: 1261207..1261725,NC_002936.3: complement(1199047..1199763)
s1278,NC_009455.1: 1261751..1262185,NC_002936.3: complement(1199994..1200797)
s1279,NC_009455.1: complement(1262296..1263693),NC_002936.3: complement(1200945..1201166)
s1280,NC_009455.1: complement(1263745..1265475),NC_002936.3: 1201421..1202017
s1281,NC_009455.1: complement(1265472..1265717),NC_002936.3: complement(1201992..1202900)
s1282,NC_009455.1: complement(1265757..1266182),NC_002936.3: 1203133..1203531
s1283,NC_009455.1: 1266227..1266775,NC_002936.3: 1203521..1203775
s1284,NC_009455.1: complement(1267062..1268729),NC_002936.3: 1203782..1203988
s1285,NC_009455.1: complement(1268903..1269520),NC_002936.3: 1204068..1204991
s1286,NC_009455.1: complement(1269520..1269882),NC_002936.3: complement(1204984..1205298)
s1287,NC_009455.1: 1269949..1270227,NC_002936.3: 1205429..1205887
s1288,NC_009455.1: 1270368..1271063,NC_002936.3: complement(1205894..1206607)
s1289,NC_009455.1: complement(1271090..1271734),NC_002936.3: complement(1206634..1206876)
s1290,NC_009455.1: complement(1272058..1272888),NC_002936.3: complement(1206956..1207336)
s1291,NC_009455.1: complement(1274195..1274413),NC_002936.3: 1207446..1207733
s1292,NC_009455.1: complement(1274416..1275906),NC_002936.3: 1207733..1209193
s1293,NC_009455.1: 1276198..1276899,NC_002936.3: 1209211..1209675
s1294,NC_009455.1: complement(1277076..1277264),NC_002936.3: 1209799..1210173
s1295,NC_009455.1: complement(1277261..1277518),NC_002936.3: 1210179..1210388
s1296,NC_009455.1: complement(1277536..1278267),NC_002936.3: 1210385..1211305
s1297,NC_009455.1: complement(1278340..1279380),NC_002936.3: 1211305..1212000
s1298,NC_009455.1: complement(1279594..1279893),NC_002936.3: 1212139..1212621
s1299,NC_009455.1: complement(1279893..1280285),NC_002936.3: 1212644..1213840
s1300,NC_009455.1: 1280347..1280484,NC_002936.3: complement(1213922..1214893)
s1301,NC_009455.1: complement(1280526..1281041),NC_002936.3: complement(1214948..1215802)
s1302,NC_009455.1: complement(1281052..1282632),NC_002936.3: 1215887..1216897
s1303,NC_009455.1: complement(1282636..1284117),NC_002936.3: 1216894..1217826
s1304,NC_009455.1: complement(1284117..1284797),NC_002936.3: complement(1217830..1218690)
s1305,NC_009455.1: complement(1284801..1285742),NC_002936.3: complement(1218696..1219235)
s1306,NC_009455.1: complement(1285739..1287673),NC_002936.3: 1219598..1219816
s1307,NC_009455.1: 1287951..1288382,NC_002936.3: 1219838..1220515
s1308,NC_009455.1: 1288570..1288812,NC_002936.3: 1220622..1222958
s1309,NC_009455.1: complement(1288888..1290264),NC_002936.3: 1222968..1224173
s1310,NC_009455.1: complement(1290378..1291166),NC_002936.3: 1224185..1224640
s1311,NC_009455.1: complement(1291304..1291588),NC_002936.3: 1224637..1225191
s1312,NC_009455.1: complement(1291647..1292222),NC_002936.3: 1225222..1226349
s1313,NC_009455.1: complement(1292323..1293312),NC_002936.3: 1226464..1227822
s1314,NC_009455.1: complement(1293316..1294302),NC_002936.3: 1227832..1228407
s1315,NC_009455.1: 1294752..1295393,NC_002936.3: 1228413..1229870
s1316,NC_009455.1: 1295403..1295624,NC_002936.3: 1229887..1231002
s1317,NC_009455.1: 1296008..1296217,NC_002936.3: complement(1231137..1231481)
s1318,NC_009455.1: 1296417..1296800,NC_002936.3: complement(1231597..1231695)
s1319,NC_009455.1: 1296842..1297408,NC_002936.3: 1231704..1232471
s1320,NC_009455.1: 1297426..1298619,NC_002936.3: 1232590..1234674
s1321,NC_009455.1: complement(1298700..1299392),NC_002936.3: 1234841..1235341
s1322,NC_009455.1: complement(1299420..1299764),NC_002936.3: 1235401..1236855
s1323,NC_009455.1: complement(1299770..1300678),NC_002936.3: complement(1236939..1237202)
s1324,NC_009455.1: complement(1300804..1301466),NC_002936.3: 1237220..1237477
s1325,NC_009455.1: complement(1301466..1302539),NC_002936.3: 1237479..1238483
s1326,NC_009455.1: complement(1302768..1303214),NC_002936.3: complement(1238502..1238651)
s1327,NC_009455.1: complement(1303413..1304447),NC_002936.3: 1238753..1239271
s1328,NC_009455.1: complement(1304530..1305723),NC_002936.3: 1239268..1239840
s1329,NC_009455.1: complement(1306001..1307152),NC_002936.3: complement(1239842..1240774)
s1330,NC_009455.1: complement(1307321..1308109),NC_002936.3: 1241115..1241486
s1331,NC_009455.1: complement(1308106..1308396),NC_002936.3: 1241512..1241994
s1332,NC_009455.1: complement(1308473..1308709),NC_002936.3: 1241981..1242883
s1333,NC_009455.1: complement(1308801..1308998),NC_002936.3: 1242984..1243265
s1334,NC_009455.1: 1309246..1310094,NC_002936.3: 1243293..1243703
s1335,NC_009455.1: 1310085..1310612,NC_002936.3: 1243822..1244433
s1336,NC_009455.1: 1310612..1310983,NC_002936.3: 1244430..1246061
s1337,NC_009455.1: 1311107..1312120,NC_002936.3: complement(1246197..1246376)
s1338,NC_009455.1: 1312208..1312852,NC_002936.3: 1246384..1248762
s1339,NC_009455.1: 1312921..1314504,NC_002936.3: complement(1248811..1249668)
s1340,NC_009455.1: 1314516..1315286,NC_002936.3: complement(1251240..1251518)
s1341,NC_009455.1: 1315289..1316152,NC_002936.3: complement(1251529..1252785)
s1342,NC_009455.1: 1316149..1316847,NC_002936.3: 1252950..1253981
s1343,NC_009455.1: complement(1316874..1317545),NC_002936.3: complement(1254114..1254674)
s1344,NC_009455.1: complement(1317527..1317970),NC_002936.3: complement(1255053..1255865)
s1345,NC_009455.1: complement(1318024..1319271),NC_002936.3: complement(1255858..1256481)
s1346,NC_009455.1: 1319433..1319924,NC_002936.3: complement(1256490..1259201)
s1347,NC_009455.1: 1320071..1320343,NC_002936.3: complement(1259268..1259702)
s1348,NC_009455.1: 1320340..1320654,NC_002936.3: complement(1259706..1260284)
s1349,NC_009455.1: 1320673..1320864,NC_002936.3: 1260764..1261699
s1350,NC_009455.1: 1320868..1321809,NC_002936.3: 1261715..1263040
s1351,NC_009455.1: 1321806..1322567,NC_002936.3: 1263034..1263684
s1352,NC_009455.1: 1322602..1323900,NC_002936.3: 1263733..1264812
s1353,NC_009455.1: 1323995..1324438,NC_002936.3: complement(1264829..1265899)
s1354,NC_009455.1: complement(1324605..1324772),NC_002936.3: complement(1266052..1267965)
s1355,NC_009455.1: complement(1324804..1325013),NC_002936.3: complement(1268001..1268564)
s1356,NC_009455.1: complement(1325260..1326285),NC_002936.3: complement(1268611..1269648)
s1357,NC_009455.1: complement(1326341..1328044),NC_002936.3: 1269813..1270445
s1358,NC_009455.1: 1328198..1328971,NC_002936.3: 1270486..1272015
s1359,NC_009455.1: 1329026..1330858,NC_002936.3: 1272059..1272556
s1360,NC_009455.1: complement(1330933..1333362),NC_002936.3: complement(1272585..1272734)
s1361,NC_009455.1: complement(1333366..1334172),NC_002936.3: complement(1272745..1272846)
s1362,NC_009455.1: 1334385..1334603,NC_002936.3: complement(1273062..1276067)
s1363,NC_009455.1: complement(1334661..1335878),NC_002936.3: complement(1277703..1278353)
s1364,NC_009455.1: complement(1335993..1336196),NC_002936.3: complement(1278391..1280025)
s1365,NC_009455.1: complement(1336220..1337401),NC_002936.3: 1280306..1281298
s1366,NC_009455.1: complement(1337563..1338348),NC_002936.3: 1281311..1281616
s1367,NC_009455.1: complement(1338468..1339166),NC_002936.3: 1281621..1284059
s1368,NC_009455.1: 1339305..1339571,NC_002936.3: 1284179..1284730
s1369,NC_009455.1: 1339672..1340316,NC_002936.3: 1284819..1286237
s1370,NC_009455.1: 1340328..1340909,NC_002936.3: 1286352..1287374
s1371,NC_009455.1: complement(1340906..1341853),NC_002936.3: 1287504..1289045
s1372,,NC_002936.3: 1289063..1290064
s1373,,NC_002936.3: 1290183..1290431
s1374,,NC_002936.3: 1290435..1291277
s1375,,NC_002936.3: complement(1291274..1292686)
s1376,,NC_002936.3: complement(1292748..1293371)
s1377,,NC_002936.3: complement(1293374..1294552)
s1378,,NC_002936.3: complement(1294552..1295196)
s1379,,NC_002936.3: complement(1295177..1296451)
s1380,,NC_002936.3: 1296570..1297550
s1381,,NC_002936.3: 1298041..1298337
s1382,,NC_002936.3: 1298365..1299978
s1383,,NC_002936.3: complement(1300067..1301326)
s1384,,NC_002936.3: 1301433..1301792
s1385,,NC_002936.3: 1301773..1302426
s1386,,NC_002936.3: 1302427..1304718
s1387,,NC_002936.3: 1304718..1304933
s1388,,NC_002936.3: 1304937..1306031
s1389,,NC_002936.3: 1306024..1307031
s1390,,NC_002936.3: 1307196..1307573
s1391,,NC_002936.3: 1307586..1307816
s1392,,NC_002936.3: 1307826..1308149
s1393,,NC_002936.3: complement(1308641..1308799)
s1394,,NC_002936.3: 1309438..1309995
s1395,,NC_002936.3: complement(1310053..1310466)
s1396,,NC_002936.3: 1310470..1310652
s1397,,NC_002936.3: complement(1310633..1310773)
s1398,,NC_002936.3: complement(1310864..1311475)
s1399,,NC_002936.3: 1311590..1312036
s1400,,NC_002936.3: complement(1312042..1313019)
s1401,,NC_002936.3: 1313208..1313609
s1402,,NC_002936.3: complement(1313716..1313886)
s1403,,NC_002936.3: 1313785..1314441
s1404,,NC_002936.3: 1314455..1315303
s1405,,NC_002936.3: 1315300..1315881
s1406,,NC_002936.3: 1315953..1316156
s1407,,NC_002936.3: 1316196..1316897
s1408,,NC_002936.3: 1316911..1317450
s1409,,NC_002936.3: 1317526..1318086
s1410,,NC_002936.3: complement(1318067..1318450)
s1411,,NC_002936.3: complement(1318473..1319288)
s1412,,NC_002936.3: complement(1319266..1319520)
s1413,,NC_002936.3: complement(1319504..1323016)
s1414,,NC_002936.3: 1323163..1323873
s1415,,NC_002936.3: complement(1323961..1324380)
s1416,,NC_002936.3: complement(1324362..1324484)
s1417,,NC_002936.3: complement(1324729..1324944)
s1418,,NC_002936.3: 1326822..1332326
s1419,,NC_002936.3: 1332542..1332937
s1420,,NC_002936.3: complement(1333144..1334304)
s1421,,NC_002936.3: complement(1334301..1335137)
s1422,,NC_002936.3: 1335264..1335434
s1423,,NC_002936.3: 1335774..1336808
s1424,,NC_002936.3: 1336905..1337738
s1425,,NC_002936.3: complement(1338418..1338525)
s1426,,NC_002936.3: 1338557..1338781
s1427,,NC_002936.3: 1339193..1340650
s1428,,NC_002936.3: 1340634..1341224
s1429,,NC_002936.3: 1341229..1342254
s1430,,NC_002936.3: 1342259..1343038
s1431,,NC_002936.3: 1343035..1343694
s1432,,NC_002936.3: 1343688..1344710
s1433,,NC_002936.3: 1344698..1345897
s1434,,NC_002936.3: 1345894..1346661
s1435,,NC_002936.3: 1346944..1347531
s1436,,NC_002936.3: complement(1347565..1348500)
s1437,,NC_002936.3: complement(1348494..1349462)
s1438,,NC_002936.3: complement(1349459..1350298)
s1439,,NC_002936.3: complement(1350300..1351274)
s1440,,NC_002936.3: complement(1351334..1352965)
s1441,,NC_002936.3: complement(1352970..1353791)
s1442,,NC_002936.3: 1354080..1354526
s1443,,NC_002936.3: 1354625..1354774
s1444,,NC_002936.3: 1354775..1355167
s1445,,NC_002936.3: complement(1355217..1355993)
s1446,,NC_002936.3: 1356115..1356633
s1447,,NC_002936.3: 1356659..1357093
s1448,,NC_002936.3: complement(1357203..1358600)
s1449,,NC_002936.3: complement(1358652..1360382)
s1450,,NC_002936.3: complement(1360379..1360624)
s1451,,NC_002936.3: complement(1360664..1361089)
s1452,,NC_002936.3: 1361164..1361682
s1453,,NC_002936.3: 1362455..1362733
s1454,,NC_002936.3: complement(1363776..1365254)
s1455,,NC_002936.3: complement(1365392..1365934)
s1456,,NC_002936.3: complement(1365950..1366498)
s1457,,NC_002936.3: complement(1366495..1367790)
s1458,,NC_002936.3: 1367965..1368435
s1459,,NC_002936.3: 1368492..1369541
s1460,,NC_002936.3: 1369914..1370525
s1461,,NC_002936.3: 1370500..1370937
s1462,,NC_002936.3: complement(1371156..1371443)
s1463,,NC_002936.3: complement(1371471..1372988)
s1464,,NC_002936.3: 1373221..1373697
s1465,,NC_002936.3: complement(1373944..1374213)
s1466,,NC_002936.3: complement(1374234..1375757)
s1467,,NC_002936.3: complement(1375955..1376584)
s1468,,NC_002936.3: complement(1376763..1377455)
s1469,,NC_002936.3: 1377953..1378465
s1470,,NC_002936.3: complement(1378652..1379104)
s1471,,NC_002936.3: complement(1379171..1379458)
s1472,,NC_002936.3: complement(1379479..1380888)
s1473,,NC_002936.3: 1381310..1381765
s1474,,NC_002936.3: 1381804..1382379
s1475,,NC_002936.3: 1382385..1383044
s1476,,NC_002936.3: complement(1383265..1383657)
s1477,,NC_002936.3: complement(1383661..1383804)
s1478,,NC_002936.3: complement(1383821..1384090)
s1479,,NC_002936.3: complement(1384117..1385601)
s1480,,NC_002936.3: 1385828..1386316
s1481,,NC_002936.3: complement(1386393..1386665)
s1482,,NC_002936.3: complement(1386684..1388162)
s1483,,NC_002936.3: 1388437..1389615
s1484,,NC_002936.3: 1389612..1390289
s1485,,NC_002936.3: complement(1390346..1390702)
s1486,,NC_002936.3: 1390701..1390844
s1487,,NC_002936.3: complement(1390854..1391687)
s1488,,NC_002936.3: complement(1391957..1392229)
s1489,,NC_002936.3: complement(1392249..1393751)
s1490,,NC_002936.3: 1394028..1394138
s1491,,NC_002936.3: complement(1394151..1394981)
s1492,,NC_002936.3: complement(1395432..1396280)
s1493,,NC_002936.3: complement(1396293..1396511)
s1494,,NC_002936.3: complement(1396514..1397992)
s1495,,NC_002936.3: complement(1398114..1399778)
s1496,,NC_002936.3: complement(1399733..1400665)
s1497,,NC_002936.3: 1400755..1400913
s1498,,NC_002936.3: 1401624..1401842
s1499,,NC_002936.3: complement(1402505..1403269)
s1500,,NC_002936.3: complement(1403346..1403798)
s1501,,NC_002936.3: complement(1404035..1404307)
s1502,,NC_002936.3: complement(1404340..1405788)
s1503,,NC_002936.3: 1406081..1407115
s1504,,NC_002936.3: 1407133..1407813
s1505,,NC_002936.3: 1408035..1408757
s1506,,NC_002936.3: complement(1408776..1409306)
s1507,,NC_002936.3: complement(1409406..1409570)
s1508,,NC_002936.3: complement(1409594..1409845)
s1509,,NC_002936.3: complement(1409852..1410541)
s1510,,NC_002936.3: complement(1410528..1410743)
s1511,,NC_002936.3: complement(1411000..1411125)
s1512,,NC_002936.3: complement(1411297..1411689)
s1513,,NC_002936.3: complement(1411916..1412431)
s1514,,NC_002936.3: complement(1412442..1414022)
s1515,,NC_002936.3: complement(1414025..1415407)
s1516,,NC_002936.3: complement(1415506..1416186)
s1517,,NC_002936.3: complement(1416190..1417131)
s1518,,NC_002936.3: complement(1417209..1419062)
s1519,,NC_002936.3: 1419346..1419777
s1520,,NC_002936.3: complement(1419860..1419970)
s1521,,NC_002936.3: complement(1419892..1420194)
s1522,,NC_002936.3: complement(1420250..1421617)
s1523,,NC_002936.3: complement(1421678..1422265)
s1524,,NC_002936.3: 1422575..1423216
s1525,,NC_002936.3: 1423226..1423447
s1526,,NC_002936.3: 1423779..1424036
s1527,,NC_002936.3: 1424237..1424620
s1528,,NC_002936.3: 1424671..1425237
s1529,,NC_002936.3: 1425255..1426448
s1530,,NC_002936.3: complement(1426530..1427222)
s1531,,NC_002936.3: complement(1427250..1427594)
s1532,,NC_002936.3: complement(1427599..1428507)
s1533,,NC_002936.3: complement(1428632..1429297)
s1534,,NC_002936.3: complement(1429294..1430367)
s1535,,NC_002936.3: complement(1430373..1430471)
s1536,,NC_002936.3: complement(1431220..1432254)
s1537,,NC_002936.3: complement(1432337..1433530)
s1538,,NC_002936.3: complement(1433721..1433843)
s1539,,NC_002936.3: complement(1433816..1435006)
s1540,,NC_002936.3: complement(1435129..1435914)
s1541,,NC_002936.3: complement(1435911..1436201)
s1542,,NC_002936.3: complement(1436268..1436504)
s1543,,NC_002936.3: complement(1436588..1436785)
s1544,,NC_002936.3: 1437031..1437879
s1545,,NC_002936.3: 1437870..1438400
s1546,,NC_002936.3: 1438400..1438771
s1547,,NC_002936.3: 1438895..1439908
s1548,,NC_002936.3: 1439995..1440639
s1549,,NC_002936.3: 1440711..1442294
s1550,,NC_002936.3: 1442306..1443076
s1551,,NC_002936.3: 1443079..1443942
s1552,,NC_002936.3: 1443939..1444640
s1553,,NC_002936.3: complement(1444691..1445353)
s1554,,NC_002936.3: complement(1445335..1445778)
s1555,,NC_002936.3: complement(1445833..1447080)
s1556,,NC_002936.3: 1447241..1447732
s1557,,NC_002936.3: 1447883..1448155
s1558,,NC_002936.3: 1448152..1448466
s1559,,NC_002936.3: 1448483..1448674
s1560,,NC_002936.3: 1448678..1449619
s1561,,NC_002936.3: 1449616..1450377
s1562,,NC_002936.3: 1450411..1451751
s1563,,NC_002936.3: 1451844..1452287
s1564,,NC_002936.3: complement(1452448..1452615)
s1565,,NC_002936.3: complement(1452648..1452857)
s1566,,NC_002936.3: complement(1453105..1454130)
s1567,,NC_002936.3: complement(1454186..1455889)
s1568,,NC_002936.3: 1456045..1456818
s1569,,NC_002936.3: 1456861..1458696
s1570,,NC_002936.3: complement(1458769..1461198)
s1571,,NC_002936.3: complement(1461202..1462008)
s1572,,NC_002936.3: 1462222..1462440
s1573,,NC_002936.3: complement(1462500..1463717)
s1574,,NC_002936.3: complement(1463829..1464032)
s1575,,NC_002936.3: complement(1464055..1465236)
s1576,,NC_002936.3: complement(1465389..1466183)
s1577,,NC_002936.3: complement(1466309..1467007)
s1578,,NC_002936.3: 1467146..1467412
s1579,,NC_002936.3: 1467519..1468157
s1580,,NC_002936.3: 1468172..1468753
s1581,,NC_002936.3: complement(1468750..1469688)
s1582,,
s1583,,
s1584,,
s1585,,
s1586,,
s1587,,
s1588,,
s1589,,
s1590,,
s1591,,
s1592,,
s1593,,
s1594,,
s1595,,
s1596,,
s1597,,
s1598,,
s1599,,
s1600,,
s1601,,
s1602,,
s1603,,
s1604,,
s1605,,
s1606,,
s1607,,
s1608,,
s1609,,
s1610,,
s1611,,
s1612,,
s1613,,
s1614,,
s1615,,
s1616,,
s1617,,
s1618,,
s1619,,
s1620,,
s1621,,
s1622,,
s1623,,
s1624,,
s1625,,
s1626,,
s1627,,
s1628,,
s1629,,
s1630,,
s1631,,
s1632,,
s1633,,
